actor,awards,major,media_info,metacritic,score,title,years
Daniel Dae Kim,"Won 4 Primetime Emmys.
Another 7 wins & 34 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Action|Adventure|Drama,No Metacritic,7.5,Star Trek: Enterprise,(2001–2005)
Daniel Dae Kim,"Won 1 Golden Globe.
Another 17 wins & 36 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,6.9,Without a Trace,(2002–2009)
Daniel Dae Kim,No Awards,Major Role,107 min                 - Crime|Drama|Thriller                 -              6 February 2004(France),No Metacritic,4.7,Sin,(2003)
Daniel Dae Kim,No Awards,Major Role,Video                            88 min                 - Action|Crime|Music                 -              2 March 2004(USA),No Metacritic,4.3,Ride or Die,(2003)
Daniel Dae Kim,"1 win & 2 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Crime|Drama,No Metacritic,7.3,Street Time,(2002–2003)
Daniel Dae Kim,"2 wins & 8 nominations.

See more awards »",Not Major Role,138 min                 - Action|Sci-Fi                 -              20 June 2003(USA),54/100,5.7,Hulk,(2003)
Daniel Dae Kim,No Awards,Major Role,TV Movie                     -                                 88 min                 - Action|Drama|Sci-Fi                 -              26 July 2003(USA),No Metacritic,4.7,Momentum,(2003)
Daniel Dae Kim,No Awards,Major Role,Video Game                         - Action|Adventure                 -              5 March 2003(USA),No Metacritic,8.6,Tenchu: Wrath of Heaven,(2003)
Daniel Dae Kim,"6 nominations.

See more awards »",Not Major Role,101 min                 - Action|Crime|Drama                 -              28 February 2003(USA),36/100,5.8,Cradle 2 the Grave,(2003)
Daniel Dae Kim,"Nominated for 1 Primetime Emmy.
Another 12 wins & 42 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 44 min                 - Action|Drama|Fantasy,No Metacritic,8.0,Angel,(1999–2004)
Daniel Dae Kim,"Nominated for 1 Golden Globe.
Another 1 nomination.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Comedy|Drama|Romance,No Metacritic,6.6,Miss Match,(2003– )
Daniel Dae Kim,"Nominated for 1 Primetime Emmy.
Another 5 wins & 21 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,8.3,Any Day Now,(1998–2002)
Daniel Dae Kim,"Nominated for 6 Golden Globes.
Another 62 wins & 112 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,7.8,CSI: Crime Scene Investigation,(2000– )
Daniel Dae Kim,"5 wins & 17 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 42 min                 - Drama|Fantasy|Mystery,No Metacritic,7.1,Charmed,(1998–2006)
Daniel Dae Kim,"Won 1 Golden Globe.
Another 9 wins & 34 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama|Family|Romance,No Metacritic,7.8,Once and Again,(1999–2002)
Daniel Dae Kim,No Awards,Major Role,33 min                 - Comedy|Short                 -              25 February 2001(USA),No Metacritic,7.7,Looking for Bobby D,(2001)
Daniel Dae Kim,No Awards,Major Role,TV Movie                         -                             95 min                 - Mystery                 -              18 May 2000(USA),No Metacritic,6.9,"Murder, She Wrote: A Story to Die For",(2000)
Daniel Dae Kim,"Won 7 Primetime Emmys.
Another 19 wins & 61 nominations.

See more awards »",Not Major Role,TV Series                                     -                             45 min                 - Action|Adventure|Sci-Fi,No Metacritic,7.7,Star Trek: Voyager,(1995–2001)
Daniel Dae Kim,"Nominated for 1 Primetime Emmy.
Another 9 wins & 5 nominations.

See more awards »",Not Major Role,TV Series                                     -                             43 min                 - Action|Crime|Drama,No Metacritic,5.4,"Walker, Texas Ranger",(1993–2001)
Daniel Dae Kim,"6 nominations.

See more awards »",Not Major Role,137 min                 - Drama|Romance|Sport                 -              17 September 1999(USA),43/100,6.5,For Love of the Game,(1999)
Daniel Dae Kim,No Awards,Major Role,TV Series                                     -                             44 min                 - Action|Drama|Sci-Fi,No Metacritic,6.7,Crusade,(1999– )
Daniel Dae Kim,No Awards,Major Role,Drama,No Metacritic,6.7,No Salida,(1998)
Daniel Dae Kim,"Nominated for 1 Primetime Emmy.
Another 1 nomination.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama|Fantasy,No Metacritic,6.2,Fantasy Island,(1998–1999)
Daniel Dae Kim,"Won 4 Golden Globes.
Another 28 wins & 102 nominations.

See more awards »",Not Major Role,TV Series                                     -                             45 min                 - Comedy|Drama|Fantasy,No Metacritic,6.8,Ally McBeal,(1997–2002)
Daniel Dae Kim,"Won 3 Golden Globes.
Another 40 wins & 87 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Crime|Drama|Mystery,No Metacritic,7.8,The Practice,(1997–2004)
Daniel Dae Kim,No Awards,Major Role,TV Movie                         -                             87 min                 - Sci-Fi                 -              19 April 1998(USA),No Metacritic,5.2,Brave New World,(1998)
Daniel Dae Kim,"Won 3 Golden Globes.
Another 65 wins & 166 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 22 min                 - Comedy,No Metacritic,9.0,Seinfeld,(1989–1998)
Daniel Dae Kim,"Nominated for 2 Primetime Emmys.
Another 4 wins & 16 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama|Sci-Fi|Mystery,No Metacritic,7.5,The Pretender,(1996–2000)
Daniel Dae Kim,"1 win & 3 nominations.

See more awards »",Not Major Role,124 min                 - Action|Adventure|Crime                 -              14 November 1997(USA),36/100,6.3,The Jackal,(1997)
Daniel Dae Kim,"Won 4 Golden Globes.
Another 80 wins & 191 nominations.

See more awards »",Not Major Role,TV Series                                     -                             45 min                 - Crime|Drama|Mystery,No Metacritic,7.5,NYPD Blue,(1993–2005)
Daniel Dae Kim,"Nominated for 4 Golden Globes.
Another 12 wins & 17 nominations.

See more awards »",Not Major Role,TV Series                                     -                             44 min                 - Drama|Romance,No Metacritic,6.1,"Beverly Hills, 90210",(1990–2000)
Daniel Dae Kim,"1 win.

See more awards »",Not Major Role,TV Series                                     -                             45 min                 - Action|Adventure|Drama,No Metacritic,6.7,NightMan,(1997–1999)
Daniel Dae Kim,No Awards,Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,7.3,Pacific Palisades,(1997– )
Daniel Dae Kim,"1 nomination.

See more awards »",Not Major Role,100 min                 - Comedy|Romance                 -              23 May 1997(USA),49/100,6.1,Addicted to Love,(1997)
Daniel Dae Kim,"Won 1 Primetime Emmy.
Another 181 wins & 547 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Drama|Romance|Mystery,No Metacritic,6.6,All My Children,(1970–2011)
Daniel Dae Kim,"1 nomination.

See more awards »",Not Major Role,TV Series                                     -                             30 min                 - Comedy,No Metacritic,6.8,All-American Girl,(1994–1995)
Daniel Dae Kim,"Nominated for 6 Golden Globes.
Another 43 wins & 176 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 45 min                 - Crime|Drama|Mystery,No Metacritic,7.7,Law & Order,(1990–2010)
Daniel Dae Kim,"Nominated for 6 Primetime Emmys.
Another 4 wins & 3 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Horror,No Metacritic,8.4,Unsolved Mysteries,(1987– )
Daniel Dae Kim,No Awards,Major Role,106 min                 - Action                 -              23 July 1992(Germany),No Metacritic,5.7,American Shaolin,(1991)
Yunjin Kim,No Awards,Major Role,TV Series                                     -                             43 min                 - Drama|Thriller,No Metacritic,7.0,Mistresses,(2013– )
Yunjin Kim,No Awards,Major Role,126 min                 - Drama                 -              17 December 2014(South Korea),No Metacritic,7.9,The International Market,(2014)
Yunjin Kim,"1 win & 1 nomination.

See more awards »",Major Role,115 min                 - Thriller                 -              23 August 2012(South Korea),No Metacritic,6.4,The Neighbors,(2012)
Yunjin Kim,No Awards,Major Role,Video Game                         - Action|Crime                 -              14 August 2012(USA),No Metacritic,8.4,Sleeping Dogs,(2012)
Yunjin Kim,No Awards,Major Role,114 min                 - Drama                 -              5 January 2011(South Korea),No Metacritic,6.7,Sim-jang-i Ddwooin-da,(2010)
Yunjin Kim,"Won 1 Golden Globe.
Another 69 wins & 296 nominations.

See more awards »",Major Role,TV Series                                 -                                 44 min                 - Adventure|Drama|Fantasy,No Metacritic,8.5,Lost,(2004–2010)
Yunjin Kim,No Awards,Major Role,115 min                 - Drama                 -              28 January 2010(South Korea),No Metacritic,7.6,Hamoni,(2010)
Yunjin Kim,No Awards,Major Role,Video Game                         - Adventure|Mystery|Thriller                 -              26 February 2008(USA),No Metacritic,6.7,Lost: Via Domus,(2008)
Yunjin Kim,No Awards,Major Role,TV Movie                         - Comedy|Family                 -              2008(USA),No Metacritic,7.7,Two Sisters,(2008)
Yunjin Kim,"Nominated for 1 Primetime Emmy.


See more awards »",Major Role,TV Mini-Series                         -                             33 min                 - Drama|Fantasy|Sci-Fi,No Metacritic,8.2,Lost: Missing Pieces,(2007)
Yunjin Kim,"1 win & 1 nomination.

See more awards »",Major Role,125 min                 - Crime|Thriller                 -              14 November 2007(South Korea),No Metacritic,6.9,Se-beun De-i-jeu,(2007)
Yunjin Kim,No Awards,Major Role,105 min                 - Crime|Drama|Mystery                 -              1 December 2005(South Korea),No Metacritic,6.8,Yu-wol-ui il-gi,(2005)
Yunjin Kim,"1 win & 2 nominations.

See more awards »",Major Role,112 min                 - Drama|Romance                 -              8 November 2002(South Korea),No Metacritic,6.1,Ardor,(2002)
Yunjin Kim,No Awards,Major Role,121 min                 - Action|Crime|Sci-Fi                 -              13 June 2002(South Korea),No Metacritic,5.0,Yesterday,(2002)
Yunjin Kim,No Awards,Major Role,Drama|Comedy                 -              19 April 2002(South Korea),No Metacritic,6.1,Iron Palm,(2002)
Yunjin Kim,"1 nomination.

See more awards »",Major Role,Comedy|Crime                 -              23 June 2001(Japan),No Metacritic,6.8,Rush!,(2001)
Yunjin Kim,"1 win.

See more awards »",Major Role,117 min                 - Action|Adventure|Romance                 -              11 November 2000(South Korea),No Metacritic,5.7,Danjeogbiyeonsu,(2000)
Yunjin Kim,"3 wins & 2 nominations.

See more awards »",Major Role,125 min                 - Action|Crime|Drama                 -              13 February 1999(South Korea),50/100,6.7,Swiri,(1999)
Yunjin Kim,No Awards,Not Major Role,TV Series,No Metacritic,8.3,With Love,(1998– )
Yunjin Kim,No Awards,Major Role,TV Series                                     - Romance,No Metacritic,Unable to get Score,Weding Deureseu,(1998– )
Yunjin Kim,No Awards,Major Role,TV Mini-Series,No Metacritic,Unable to get Score,Beautiful Vacation,(1996)
Evangeline Lilly,No Awards,Major Role,Action|Sci-Fi                 -              17 July 2015(USA),No Metacritic,Not yet released,Ant-Man,(2015)
Evangeline Lilly,"Nominated for 1 Oscar.
Another 2 wins & 13 nominations.

See more awards »",Not Major Role,144 min                 - Adventure|Fantasy                 -              17 December 2014(USA),59/100,7.7,The Hobbit: The Battle of the Five Armies,(2014)
Evangeline Lilly,"Nominated for 3 Oscars.
Another 15 wins & 70 nominations.

See more awards »",Not Major Role,161 min                 - Adventure|Fantasy                 -              13 December 2013(USA),66/100,8.0,The Hobbit: The Desolation of Smaug,(2013)
Evangeline Lilly,"Nominated for 1 Oscar.
Another 2 wins & 5 nominations.

See more awards »",Major Role,127 min                 - Action|Drama|Sci-Fi                 -              7 October 2011(USA),56/100,7.1,Real Steel,(2011)
Evangeline Lilly,"Won 1 Golden Globe.
Another 69 wins & 296 nominations.

See more awards »",Major Role,TV Series                                 -                                 44 min                 - Adventure|Drama|Fantasy,No Metacritic,8.5,Lost,(2004–2010)
Evangeline Lilly,"1 win.

See more awards »",Major Role,104 min                 - Drama|Mystery|Thriller                 -              14 January 2009(France),No Metacritic,5.9,Afterwards,(2008)
Evangeline Lilly,"Won 6 Oscars.
Another 119 wins & 88 nominations.

See more awards »",Major Role,131 min                 - Drama|Thriller|War                 -              10 October 2008(Italy),94/100,7.6,The Hurt Locker,(2008)
Evangeline Lilly,No Awards,Not Major Role,85 min                 - Comedy                 -              26 June 2006(UK),No Metacritic,5.3,The Long Weekend,(2005)
Evangeline Lilly,"2 wins & 8 nominations.

See more awards »",Not Major Role,109 min                 - Crime|Comedy                 -              23 June 2004(USA),41/100,5.3,White Chicks,(2004)
Evangeline Lilly,"Nominated for 2 Primetime Emmys.
Another 1 win & 2 nominations.

See more awards »",Not Major Role,TV Series                                     -                             608 min                 - Drama|Fantasy|Horror,No Metacritic,6.8,Kingdom Hospital,(2004– )
Evangeline Lilly,"Won 3 Primetime Emmys.
Another 30 wins & 151 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Adventure|Drama|Romance,No Metacritic,7.5,Smallville,(2001–2011)
Evangeline Lilly,"3 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Adventure|Drama|Fantasy,No Metacritic,7.6,Tru Calling,(2003–2005)
Evangeline Lilly,"3 wins & 6 nominations.

See more awards »",Not Major Role,97 min                 - Horror|Thriller                 -              15 August 2003(USA),37/100,5.8,Freddy vs. Jason,(2003)
Evangeline Lilly,"2 wins & 3 nominations.

See more awards »",Not Major Role,94 min                 - Adventure|Comedy|Family                 -              2 May 2003(USA),56/100,5.2,The Lizzie McGuire Movie,(2003)
Evangeline Lilly,"Nominated for 1 Primetime Emmy.
Another 2 nominations.

See more awards »",Not Major Role,96 min                 - Biography|Comedy|Drama                 -              24 January 2003(USA),No Metacritic,5.7,Stealing Sinatra,(2003)
Evangeline Lilly,No Awards,Not Major Role,TV Series                                     - Family,No Metacritic,8.7,Judgment Day,(2002– )
Terry O'Quinn,"Nominated for 1 Golden Globe.
Another 6 wins & 14 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 42 min                 - Action|Crime|Drama,No Metacritic,7.5,Hawaii Five-0,(2010– )
Terry O'Quinn,No Awards,Major Role,TV Series                                     -                             30 min                 - Drama,No Metacritic,6.9,Full Circle,(2013– )
Terry O'Quinn,"Won 3 Primetime Emmys.
Another 1 win & 31 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 30 min                 - Animation|Comedy|Family,No Metacritic,8.0,Phineas and Ferb,(2007– )
Terry O'Quinn,No Awards,Major Role,TV Series                                     -                             46 min                 - Action|Crime|Drama,No Metacritic,7.6,Gang Related,(2014– )
Terry O'Quinn,"Nominated for 2 Primetime Emmys.
Another 3 wins & 25 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 42 min                 - Action|Sci-Fi|Thriller,No Metacritic,7.3,Falling Skies,(2011– )
Terry O'Quinn,"2 nominations.

See more awards »",Major Role,TV Series                                     -                             60 min                 - Drama|Fantasy|Mystery,No Metacritic,6.9,666 Park Avenue,(2012–2013)
Terry O'Quinn,"4 wins & 3 nominations.

See more awards »",Major Role,TV Mini-Series                         - Drama|Sci-Fi,No Metacritic,4.6,Ring of Fire,(2012)
Terry O'Quinn,No Awards,Major Role,TV Movie                         - Drama,No Metacritic,8.3,Hallelujah,(2011)
Terry O'Quinn,"Nominated for 1 Primetime Emmy.
Another 3 wins & 7 nominations.

See more awards »",Major Role,TV Movie                         - Drama                 -              31 January 2011(USA),No Metacritic,6.2,Taken from Me: The Tiffany Rubin Story,(2011)
Terry O'Quinn,"Won 1 Golden Globe.
Another 69 wins & 296 nominations.

See more awards »",Major Role,TV Series                                 -                                 44 min                 - Adventure|Drama|Fantasy,No Metacritic,8.5,Lost,(2004–2010)
Terry O'Quinn,"Nominated for 1 Primetime Emmy.
Another 1 nomination.

See more awards »",Not Major Role,TV Mini-Series                         -                             42 min                 - Drama|Sci-Fi,No Metacritic,6.8,Masters of Science Fiction,(2007)
Terry O'Quinn,"Won 2 Golden Globes.
Another 92 wins & 192 nominations.

See more awards »",Not Major Role,TV Series                                     -                             44 min                 - Drama,No Metacritic,8.8,The West Wing,(1999–2006)
Terry O'Quinn,No Awards,Major Role,Video                            7 min                 - Animation|Short                 -              7 September 2004(USA),No Metacritic,6.5,The Animated Alias: Tribunal,(2004)
Terry O'Quinn,"Nominated for 3 Primetime Emmys.
Another 17 wins & 25 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Action|Comedy|Crime,No Metacritic,8.0,NCIS,(2003– )
Terry O'Quinn,"5 wins & 19 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,7.3,Law & Order: Criminal Intent,(2001–2011)
Terry O'Quinn,"Won 1 Golden Globe.
Another 23 wins & 111 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 42 min                 - Action|Drama|Mystery,No Metacritic,7.6,Alias,(2001–2006)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             82 min                 - Drama|Fantasy|Sci-Fi                 -              1 November 2003(USA),No Metacritic,5.0,Phenomenon II,(2003)
Terry O'Quinn,"4 nominations.

See more awards »",Not Major Role,91 min                 - Comedy                 -              21 February 2003(USA),54/100,7.2,Old School,(2003)
Terry O'Quinn,"Won 3 Primetime Emmys.
Another 7 wins & 17 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Action|Crime|Drama,No Metacritic,6.5,JAG,(1995–2005)
Terry O'Quinn,"2 wins.

See more awards »",Major Role,TV Movie                         -                             100 min                 - Drama                 -              8 December 2002(USA),No Metacritic,7.5,The Locket,(2002)
Terry O'Quinn,"Nominated for 1 Primetime Emmy.


See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,6.5,First Monday,(2002– )
Terry O'Quinn,No Awards,Major Role,120 min                 - Drama|Family|Sport                 -              25 January 2002(USA),No Metacritic,5.6,Hometown Legend,(2002)
Terry O'Quinn,"Won 5 Golden Globes.
Another 71 wins & 175 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 44 min                 - Drama|Mystery|Sci-Fi,No Metacritic,8.8,The X-Files,(1993–2002)
Terry O'Quinn,"1 win & 20 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 42 min                 - Drama|Mystery|Romance,No Metacritic,7.5,Roswell,(1999–2002)
Terry O'Quinn,"7 nominations.

See more awards »",Major Role,94 min                 - Action|Western                 -              17 August 2001(USA),25/100,6.0,American Outlaws,(2001)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             100 min                 - Drama|Sport                 -              13 July 2001(USA),No Metacritic,5.0,WW 3,(2001)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             120 min                 - Drama|Action                 -              1 April 2001(USA),No Metacritic,5.2,Semper Fi,(2001)
Terry O'Quinn,"1 nomination.

See more awards »",Major Role,TV Series                                     -                             45 min                 - Action|Drama|Sci-Fi,No Metacritic,7.3,Harsh Realm,(1999–2000)
Terry O'Quinn,"1 win.

See more awards »",Major Role,TV Movie                     -                                 115 min                 - Biography|Drama                 -              11 January 2002(Mexico),No Metacritic,5.9,Rated X,(2000)
Terry O'Quinn,"Nominated for 3 Golden Globes.
Another 5 wins & 22 nominations.

See more awards »",Major Role,TV Series                                     -                             45 min                 - Crime|Drama|Mystery,No Metacritic,8.1,Millennium,(1996–1999)
Terry O'Quinn,"1 nomination.

See more awards »",Major Role,TV Movie                         -                             92 min                 - Crime|Thriller|Mystery                 -              10 January 1999(USA),No Metacritic,6.5,Murder in a Small Town,(1999)
Terry O'Quinn,"6 wins & 8 nominations.

See more awards »",Major Role,121 min                 - Mystery|Sci-Fi|Thriller                 -              19 June 1998(USA),60/100,6.9,The X Files,(1998)
Terry O'Quinn,"3 nominations.

See more awards »",Major Role,TV Movie                     -                                 95 min                 - Comedy|Drama                 -              13 December 1997(USA),No Metacritic,5.8,Breast Men,(1997)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             93 min                 - Drama|Thriller                 -              25 June 1997(USA),No Metacritic,4.4,"My Stepson, My Lover",(1997)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             90 min                 - Drama                 -              20 April 1997(USA),No Metacritic,6.4,On the Edge of Innocence,(1997)
Terry O'Quinn,No Awards,Major Role,103 min                 - Action|Thriller                 -              31 January 1997(USA),No Metacritic,4.9,Shadow Conspiracy,(1997)
Terry O'Quinn,"Nominated for 2 Oscars.
Another 3 wins & 4 nominations.

See more awards »",Not Major Role,130 min                 - Drama                 -              3 January 1997(USA),No Metacritic,6.6,Ghosts of Mississippi,(1996)
Terry O'Quinn,"Nominated for 1 Primetime Emmy.
Another 4 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Crime|Mystery|Drama,No Metacritic,6.8,Diagnosis Murder,(1993–2001)
Terry O'Quinn,"Nominated for 1 Oscar.
Another 12 wins & 6 nominations.

See more awards »",Major Role,129 min                 - Crime|Drama|Mystery                 -              3 April 1996(USA),47/100,7.7,Primal Fear,(1996)
Terry O'Quinn,"Won 4 Primetime Emmys.
Another 19 wins & 71 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Crime|Drama|Mystery,No Metacritic,8.7,Homicide: Life on the Street,(1993–1999)
Terry O'Quinn,"2 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Crime|Drama|Thriller,No Metacritic,6.0,The Client,(1995–1996)
Terry O'Quinn,"Won 1 Primetime Emmy.
Another 1 win & 6 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Adventure|Sci-Fi,No Metacritic,6.9,Earth 2,(1994–1995)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             100 min                 - Crime|Drama|Mystery                 -              20 March 1995(USA),No Metacritic,5.8,Ray Alexander: A Menu for Murder,(1995)
Terry O'Quinn,No Awards,Major Role,89 min                 - Sci-Fi                 -              25 July 1995(Japan),No Metacritic,5.0,Shadow Warriors,(1995)
Terry O'Quinn,"Nominated for 7 Primetime Emmys.
Another 10 wins & 30 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 25 min                 - Comedy|Crime|Horror,No Metacritic,8.0,Tales from the Crypt,(1989–1996)
Terry O'Quinn,"Nominated for 1 Golden Globe.
Another 5 wins & 4 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Crime|Drama|Mystery,No Metacritic,7.0,Matlock,(1986–1995)
Terry O'Quinn,No Awards,Major Role,TV Movie                     -                                 91 min                 - Crime|Drama                 -              26 September 1994(USA),No Metacritic,6.2,A Friend to Die For,(1994)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             94 min                 - Drama                 -              23 September 1994(USA),No Metacritic,5.8,Justice in a Small Town,(1994)
Terry O'Quinn,No Awards,Major Role,TV Movie                     -                                 98 min                 - Thriller|Crime                 -              11 August 1994(USA),No Metacritic,5.7,Don't Talk to Strangers,(1994)
Terry O'Quinn,"1 nomination.

See more awards »",Major Role,TV Movie                         -                             120 min                 - Drama                 -              9 May 1994(USA),No Metacritic,7.2,Heart of a Child,(1994)
Terry O'Quinn,No Awards,Major Role,91 min                 - Action|Thriller                 -              13 April 1994(USA),No Metacritic,4.0,Lipstick Camera,(1994)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             100 min                 - Drama                 -              11 February 1994(USA),No Metacritic,6.0,MacShayne: Winner Takes All,(1994)
Terry O'Quinn,"Won 18 Primetime Emmys.
Another 15 wins & 60 nominations.

See more awards »",Not Major Role,TV Series                                     -                             44 min                 - Action|Adventure|Sci-Fi,No Metacritic,8.7,Star Trek: The Next Generation,(1987–1994)
Terry O'Quinn,"2 nominations.

See more awards »",Not Major Role,130 min                 - Action|Drama|History                 -              25 December 1993(USA),No Metacritic,7.9,Tombstone,(1993)
Terry O'Quinn,No Awards,Major Role,Video                            91 min                 - Horror                 -              29 September 1993(USA),No Metacritic,3.6,Amityville: A New Generation,(1993)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             86 min                 - Thriller                 -              7 May 1993(USA),No Metacritic,5.9,Visions of Murder,(1993)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             95 min                 - Drama                 -              25 April 1993(USA),No Metacritic,6.1,Born Too Soon,(1993)
Terry O'Quinn,No Awards,Major Role,87 min                 - Action,No Metacritic,4.2,My Samurai,(1992)
Terry O'Quinn,No Awards,Major Role,TV Movie                     -                                 91 min                 - Drama                 -              15 December 1992(USA),No Metacritic,6.5,The Good Fight,(1992)
Terry O'Quinn,No Awards,Major Role,TV Movie                     -                                 95 min                 - Mystery|Thriller|Western                 -              28 October 1992(USA),No Metacritic,5.3,Wild Card,(1992)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             100 min                 - Drama                 -              10 May 1992(USA),No Metacritic,6.2,Sexual Advances,(1992)
Terry O'Quinn,"Won 5 Golden Globes.
Another 41 wins & 144 nominations.

See more awards »",Not Major Role,TV Series                                     -                             46 min                 - Drama,No Metacritic,7.0,L.A. Law,(1986–1994)
Terry O'Quinn,"1 nomination.

See more awards »",Major Role,TV Movie                     -                                 182 min                 - Drama|Thriller                 -              3 May 1992(USA),No Metacritic,7.2,Trial: The Price of Passion,(1992)
Terry O'Quinn,No Awards,Major Role,TV Movie                     -                                 96 min                 - Thriller                 -              28 April 1992(USA),No Metacritic,5.9,Deliver Them from Evil: The Taking of Alta View,(1992)
Terry O'Quinn,No Awards,Major Role,101 min                 - Drama|Romance|Sport                 -              27 March 1992(USA),No Metacritic,6.8,The Cutting Edge,(1992)
Terry O'Quinn,No Awards,Major Role,98 min                 - Action|Drama|Thriller                 -              6 September 1991(USA),No Metacritic,5.6,Company Business,(1991)
Terry O'Quinn,"1 win & 5 nominations.

See more awards »",Major Role,108 min                 - Action|Adventure|Family                 -              21 June 1991(USA),No Metacritic,6.4,The Rocketeer,(1991)
Terry O'Quinn,No Awards,Not Major Role,TV Movie                         -                             90 min                 - Crime|Drama                 -              24 March 1991(USA),No Metacritic,6.4,Shoot First: A Cop's Vengeance,(1991)
Terry O'Quinn,"Won 4 Primetime Emmys.
Another 1 win & 3 nominations.

See more awards »",Major Role,TV Movie                     -                                 187 min                 - Biography|History|Western                 -              3 February 1991(USA),No Metacritic,7.4,Son of the Morning Star,(1991)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             120 min                 - Drama                 -              21 January 1991(USA),No Metacritic,7.0,The Last to Go,(1991)
Terry O'Quinn,"1 nomination.

See more awards »",Major Role,TV Movie                         -                             96 min                 - Drama|Romance                 -              15 October 1990(USA),No Metacritic,5.9,Kaleidoscope,(1990)
Terry O'Quinn,"2 wins & 7 nominations.

See more awards »",Major Role,108 min                 - Drama|War                 -              26 July 1990(USA),No Metacritic,6.8,Prisoners of the Sun,(1990)
Terry O'Quinn,"Nominated for 3 Primetime Emmys.
Another 1 win & 3 nominations.

See more awards »",Not Major Role,TV Series                                     -                             120 min                 - Crime|Drama,No Metacritic,6.4,Jake and the Fatman,(1987–1992)
Terry O'Quinn,No Awards,Major Role,TV Movie                         -                             90 min                 - Crime|Drama                 -              11 March 1990(USA),No Metacritic,7.5,Perry Mason: The Case of the Desperate Deception,(1990)
Terry O'Quinn,No Awards,Major Role,93 min                 - Horror|Thriller                 -              3 November 1989(USA),No Metacritic,5.6,Stepfather II,(1989)
Terry O'Quinn,No Awards,Major Role,100 min                 - Horror|Mystery|Romance                 -              October 1989(Italy),No Metacritic,6.3,The Forgotten One,(1989)
Terry O'Quinn,No Awards,Major Role,86 min                 - Action|Comedy|Crime                 -              16 March 1990(USA),No Metacritic,6.2,Blind Fury,(1989)
Terry O'Quinn,"Won 1 Golden Globe.
Another 2 wins & 7 nominations.

See more awards »",Not Major Role,TV Movie                         -                             100 min                 - Biography|Drama                 -              15 May 1989(USA),No Metacritic,5.9,Roe vs. Wade,(1989)
Terry O'Quinn,"Nominated for 1 Primetime Emmy.


See more awards »",Major Role,TV Movie                         -                             187 min                 - Drama|Thriller                 -              30 April 1989(USA),No Metacritic,9.0,Guts and Glory: The Rise and Fall of Oliver North,(1989)
Terry O'Quinn,No Awards,Major Role,,No Metacritic,6.7,The Jogger,(1988)
