actor,awards,major,media_info,metacritic,score,title,years
Dominic Monaghan,No Awards,Not Major Role,95 min                 - Drama|Comedy                 -              24 September 2004(UK),No Metacritic,5.6,Spivs,(2004)
Dominic Monaghan,"Top 250 #9 
            
                    |
             
            
        Won 11 Oscars.
Another 153 wins & 88 nominations.

See more awards »",Not Major Role,201 min                 - Adventure|Fantasy                 -              17 December 2003(USA),94/100,8.9,The Lord of the Rings: The Return of the King,(2003)
Dominic Monaghan,"2 wins & 2 nominations.

See more awards »",Major Role,Video Game                         - Action|Adventure|Fantasy                 -              5 November 2003(USA),No Metacritic,8.3,The Lord of the Rings: The Return of the King,(2003)
Dominic Monaghan,No Awards,Major Role,31 min                 - Drama|Short|Thriller                 -              12 March 2003(USA),No Metacritic,8.2,An Insomniac's Nightmare,(2003)
Dominic Monaghan,"Top 250 #16 
            
                    |
             
            
        Won 2 Oscars.
Another 90 wins & 98 nominations.

See more awards »",Not Major Role,179 min                 - Adventure|Fantasy                 -              18 December 2002(USA),88/100,8.8,The Lord of the Rings: The Two Towers,(2002)
Dominic Monaghan,"Top 250 #11 
            
                    |
             
            
        Won 4 Oscars.
Another 101 wins & 99 nominations.

See more awards »",Not Major Role,178 min                 - Adventure|Fantasy                 -              19 December 2001(USA),92/100,8.8,The Lord of the Rings: The Fellowship of the Ring,(2001)
Dominic Monaghan,"1 nomination.

See more awards »",Major Role,TV Series                                     -                             295 min                 - Drama|War,No Metacritic,7.3,Monsignor Renard,(2000– )
Dominic Monaghan,"5 nominations.

See more awards »",Not Major Role,TV Movie                         -                             120 min                 - Crime|Drama                 -              26 January 2000(UK),No Metacritic,7.8,This Is Personal: The Hunt for the Yorkshire Ripper,(2000)
Dominic Monaghan,"1 nomination.

See more awards »",Major Role,TV Series                                 -                                 75 min                 - Comedy|Crime|Drama,No Metacritic,7.5,Hetty Wainthropp Investigates,(1996–1998)
Dominic Monaghan,"1 nomination.

See more awards »",Major Role,TV Movie                     -                                 94 min                 - Thriller                 -              26 July 1997(USA),No Metacritic,6.2,Hostile Waters,(1997)
Harold Perrineau,No Awards,Major Role,Comedy|Romance                 -              15 April 2016(USA),No Metacritic,Not yet released,The Best Man Wedding,(2016)
Harold Perrineau,No Awards,Major Role,Drama|Sport,No Metacritic,Not yet released,The Dancing Bull,Unable to get Years
Harold Perrineau,No Awards,Major Role,Drama,No Metacritic,Not yet released,When We Were Pirates,Unable to get Years
Harold Perrineau,No Awards,Major Role,Drama|Romance|Sci-Fi                 -              30 June 2015(USA),No Metacritic,Not yet released,Without Ward,(2015)
Harold Perrineau,No Awards,Major Role,Short|Drama,No Metacritic,Not yet released,Meet Me at a Funeral,Unable to get Years
Harold Perrineau,"4 wins.

See more awards »",Major Role,28 min                 - Short|Action|Drama,No Metacritic,6.0,The Championship Rounds,(2013)
Harold Perrineau,"2 nominations.

See more awards »",Major Role,TV Series                                 -                                 43 min                 - Fantasy|Horror,No Metacritic,7.6,Constantine,(2014– )
Harold Perrineau,No Awards,Not Major Role,TV Series                                     -                             11 min                 - Comedy|News,No Metacritic,7.1,Newsreaders,(2013– )
Harold Perrineau,No Awards,Not Major Role,TV Series                                     -                             44 min                 - Action|Drama|Horror,No Metacritic,6.1,Z Nation,(2014– )
Harold Perrineau,"1 win & 4 nominations.

See more awards »",Not Major Role,109 min                 - Action|Crime|Drama                 -              28 March 2014(USA),41/100,5.8,Sabotage,(2014)
Harold Perrineau,No Awards,Not Major Role,TV Series                                     -                             30 min                 - Comedy,No Metacritic,7.6,Growing Up Fisher,(2014)
Harold Perrineau,"Won 1 Primetime Emmy.
Another 1 win.

See more awards »",Not Major Role,TV Series,No Metacritic,8.7,HitRECord on TV,(2014– )
Harold Perrineau,"3 wins & 15 nominations.

See more awards »",Major Role,123 min                 - Comedy|Drama                 -              15 November 2013(USA),59/100,6.7,The Best Man Holiday,(2013)
Harold Perrineau,No Awards,Major Role,Video                            91 min                 - Comedy|Drama|Mystery                 -              22 October 2014(Australia),No Metacritic,5.7,Sexy Evil Genius,(2013)
Harold Perrineau,"1 win & 4 nominations.

See more awards »",Major Role,123 min                 - Crime|Drama|Thriller                 -              11 March 2013(USA),59/100,6.1,Go for Sisters,(2013)
Harold Perrineau,"1 nomination.

See more awards »",Major Role,112 min                 - Action|Drama|Thriller                 -              22 February 2013(USA),51/100,6.5,Snitch,(2013)
Harold Perrineau,"Won 1 Golden Globe.
Another 43 wins & 121 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,8.1,Law & Order: Special Victims Unit,(1999– )
Harold Perrineau,No Awards,Major Role,TV Series                                     -                             60 min                 - Comedy|Drama,No Metacritic,7.7,Wedding Band,(2012– )
Harold Perrineau,"Won 1 Oscar.
Another 99 wins & 120 nominations.

See more awards »",Major Role,157 min                 - Drama|History|Thriller                 -              11 January 2013(USA),95/100,7.4,Zero Dark Thirty,(2012)
Harold Perrineau,"Won 1 Golden Globe.
Another 8 wins & 44 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 45 min                 - Crime|Drama|Thriller,No Metacritic,8.7,Sons of Anarchy,(2008– )
Harold Perrineau,No Awards,Major Role,Short|Comedy                 -              November 2012(USA),No Metacritic,Unable to get Score,Taking the Edge Off,(2012)
Harold Perrineau,No Awards,Major Role,TV Series                                     - Comedy,No Metacritic,5.7,Georgia,(2012– )
Harold Perrineau,"Won 3 Primetime Emmys.
Another 1 win & 31 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 30 min                 - Animation|Comedy|Family,No Metacritic,8.0,Phineas and Ferb,(2007– )
Harold Perrineau,"3 wins & 1 nomination.

See more awards »",Major Role,Comedy|Drama|Mystery                 -              10 March 2012(USA),No Metacritic,7.2,Sunset Stories,(2012)
Harold Perrineau,No Awards,Major Role,88 min                 - Action|Crime|Thriller                 -              20 April 2012(Bahrain),No Metacritic,5.8,Transit,(2012)
Harold Perrineau,No Awards,Major Role,TV Series                                     - Animation|Action|Horror,No Metacritic,6.8,Blade,(2011– )
Harold Perrineau,"1 nomination.

See more awards »",Major Role,105 min                 - Action|Drama|Thriller                 -              2 September 2011(Italy),38/100,6.2,Seeking Justice,(2011)
Harold Perrineau,No Awards,Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,6.6,The Whole Truth,(2010– )
Harold Perrineau,"2 wins.

See more awards »",Major Role,Video                            92 min                 - Horror|Thriller                 -              5 October 2010(USA),No Metacritic,4.4,30 Days of Night: Dark Days,(2010)
Harold Perrineau,No Awards,Major Role,53 min                 - Drama                 -              April 2010(USA),No Metacritic,6.5,Case 219,(2010)
Harold Perrineau,"Nominated for 5 Primetime Emmys.
Another 11 wins & 19 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 43 min                 - Action|Crime|Drama,No Metacritic,7.0,CSI: NY,(2004–2013)
Harold Perrineau,"Won 1 Golden Globe.
Another 69 wins & 296 nominations.

See more awards »",Major Role,TV Series                                 -                                 44 min                 - Adventure|Drama|Fantasy,No Metacritic,8.5,Lost,(2004–2010)
Harold Perrineau,No Awards,Major Role,92 min                 - Drama|Thriller                 -              January 2010(USA),14/100,5.8,The Killing Jar,(2010)
Harold Perrineau,No Awards,Major Role,TV Series                                     -                             60 min                 - Comedy|Drama,No Metacritic,8.0,The Unusuals,(2009– )
Harold Perrineau,No Awards,Major Role,104 min                 - Crime|Drama                 -              17 July 2008(USA),58/100,7.5,Felon,(2008)
Harold Perrineau,"1 win & 2 nominations.

See more awards »",Major Role,Biography|Drama                 -              13 June 2008(USA),No Metacritic,5.1,Your Name Here,(2008)
Harold Perrineau,No Awards,Major Role,- Drama                 -              26 April 2008(USA),No Metacritic,5.5,Ball Don't Lie,(2008)
Harold Perrineau,"3 wins & 4 nominations.

See more awards »",Major Role,110 min                 - Drama                 -              21 November 2008(USA),43/100,7.0,Gardens of the Night,(2008)
Harold Perrineau,"Nominated for 1 Primetime Emmy.


See more awards »",Not Major Role,TV Mini-Series                         -                             33 min                 - Drama|Fantasy|Sci-Fi,No Metacritic,8.2,Lost: Missing Pieces,(2007)
Harold Perrineau,No Awards,Major Role,TV Movie                         - Drama|Horror|Thriller,No Metacritic,6.1,Demons,(2007)
Harold Perrineau,"Nominated for 6 Golden Globes.
Another 62 wins & 112 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,7.8,CSI: Crime Scene Investigation,(2000– )
Harold Perrineau,No Awards,Major Role,Video                            75 min                 - Animation|Comedy|Family                 -              16 November 2007(Turkey),No Metacritic,4.5,Garfield Gets Real,(2007)
Harold Perrineau,"2 wins & 9 nominations.

See more awards »",Major Role,100 min                 - Horror|Sci-Fi                 -              11 May 2007(USA),78/100,7.0,28 Weeks Later,(2007)
Harold Perrineau,No Awards,Major Role,Video Game                         - Action|Animation|Sci-Fi                 -              22 March 2005(USA),No Metacritic,6.8,The Matrix Online,(2005)
Harold Perrineau,"1 win & 19 nominations.

See more awards »",Not Major Role,129 min                 - Action|Adventure|Sci-Fi                 -              5 November 2003(USA),47/100,6.7,The Matrix Revolutions,(2003)
Harold Perrineau,"Nominated for 2 Primetime Emmys.
Another 6 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Comedy|Drama|Fantasy,No Metacritic,8.2,Dead Like Me,(2003–2004)
Harold Perrineau,"2 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 30 min                 - Adventure|Animation|Drama,No Metacritic,7.3,Spider-Man,(2003– )
Harold Perrineau,"2 wins & 2 nominations.

See more awards »",Not Major Role,Video Game                         - Action|Sci-Fi|Thriller                 -              15 May 2003(USA),No Metacritic,6.9,Enter the Matrix,(2003)
Harold Perrineau,"5 wins & 21 nominations.

See more awards »",Not Major Role,138 min                 - Action|Sci-Fi                 -              15 May 2003(USA),62/100,7.2,The Matrix Reloaded,(2003)
Harold Perrineau,"Nominated for 2 Primetime Emmys.
Another 13 wins & 30 nominations.

See more awards »",Major Role,TV Series                                 -                                 55 min                 - Crime|Drama|Thriller,No Metacritic,8.9,Oz,(1997–2003)
Harold Perrineau,"1 win & 1 nomination.

See more awards »",Major Role,97 min                 - Drama                 -              January 2002(USA),36/100,5.7,On_Line,(2002)
Harold Perrineau,No Awards,Major Role,80 min                 - Drama                 -              31 August 2001(Netherlands),No Metacritic,6.7,A Day in Black and White,(2001)
Harold Perrineau,No Awards,Major Role,94 min                 - Drama                 -              27 April 2001(USA),No Metacritic,6.5,Prison Song,(2001)
Harold Perrineau,No Awards,Not Major Role,97 min                 - Comedy|Romance                 -              30 March 2001(USA),32/100,6.1,Someone Like You...,(2001)
Harold Perrineau,"2 wins.

See more awards »",Major Role,90 min                 - Comedy                 -              14 July 2000(USA),No Metacritic,7.0,Overnight Sensation,(2000)
Harold Perrineau,"2 nominations.

See more awards »",Major Role,92 min                 - Comedy|Fantasy|Romance                 -              22 September 2000(Greece),41/100,5.2,Woman on Top,(2000)
Harold Perrineau,"Won 45 Primetime Emmys.
Another 30 wins & 222 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 90 min                 - Comedy|Music,No Metacritic,8.2,Saturday Night Live,(1975– )
Harold Perrineau,"7 wins & 11 nominations.

See more awards »",Major Role,120 min                 - Comedy|Drama                 -              22 October 1999(USA),61/100,6.6,The Best Man,(1999)
Harold Perrineau,"1 win.

See more awards »",Major Role,97 min                 - Drama                 -              14 March 1999(USA),No Metacritic,5.6,Macbeth in Manhattan,(1999)
Harold Perrineau,"Nominated for 1 Golden Globe.
Another 1 win & 1 nomination.

See more awards »",Major Role,TV Movie                     -                                 120 min                 - Drama                 -              13 December 1998(USA),No Metacritic,4.7,The Tempest,(1998)
Harold Perrineau,"1 nomination.

See more awards »",Major Role,103 min                 - Drama|Music|Mystery                 -              14 August 1998(Norway),No Metacritic,6.3,Lulu on the Bridge,(1998)
Harold Perrineau,No Awards,Major Role,16 min                 - Short                 -              6 June 1998(USA),No Metacritic,Unable to get Score,Come to,(1998)
Harold Perrineau,"Nominated for 2 Primetime Emmys.
Another 4 wins & 16 nominations.

See more awards »",Not Major Role,TV Series                                     -                             30 min                 - Comedy,No Metacritic,7.2,Living Single,(1993–1998)
Harold Perrineau,"Won 1 Golden Globe.
Another 133 wins & 314 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 44 min                 - Drama,No Metacritic,7.7,ER,(1994–2009)
Harold Perrineau,No Awards,Major Role,117 min                 - Action|Adventure|Drama                 -              26 September 1997(USA),No Metacritic,6.9,The Edge,(1997)
Harold Perrineau,"Nominated for 1 Oscar.
Another 13 wins & 22 nominations.

See more awards »",Major Role,120 min                 - Drama|Romance                 -              1 November 1996(USA),60/100,6.9,Romeo + Juliet,(1996)
Harold Perrineau,"1 win & 1 nomination.

See more awards »",Major Role,101 min                 - Crime|Drama|Thriller                 -              21 February 1997(USA),No Metacritic,6.0,Blood and Wine,(1996)
Harold Perrineau,"1 nomination.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,5.5,New York News,(1995– )
Harold Perrineau,No Awards,Major Role,85 min                 - Drama|Romance                 -              7 August 1996(USA),46/100,6.3,Flirt,(1995)
Harold Perrineau,"9 wins & 7 nominations.

See more awards »",Major Role,112 min                 - Comedy|Drama                 -              9 June 1995(USA),70/100,7.5,Smoke,(1995)
Harold Perrineau,No Awards,Not Major Role,TV Series                                     -                             60 min                 - Comedy|Crime|Drama,No Metacritic,5.9,The Cosby Mysteries,(1994–1995)
Harold Perrineau,"Nominated for 6 Golden Globes.
Another 43 wins & 176 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 45 min                 - Crime|Drama|Mystery,No Metacritic,7.7,Law & Order,(1990–2010)
Harold Perrineau,"Won 2 Golden Globes.
Another 31 wins & 37 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,8.3,I'll Fly Away,(1991–1993)
Harold Perrineau,"Nominated for 11 Primetime Emmys.
Another 2 wins & 3 nominations.

See more awards »",Not Major Role,TV Series                                     -                             30 min                 - Comedy|Drama|Romance,No Metacritic,7.8,The Days and Nights of Molly Dodd,(1987–1991)
Harold Perrineau,"1 win & 2 nominations.

See more awards »",Not Major Role,103 min                 - Crime|Thriller                 -              28 September 1990(USA),No Metacritic,7.0,King of New York,(1990)
Harold Perrineau,"Won 1 Primetime Emmy.
Another 59 wins & 134 nominations.

See more awards »",Not Major Role,TV Series                                     - Drama|Family|Romance,No Metacritic,7.0,CBS Schoolbreak Special,(1984–1996)
Harold Perrineau,"Won 3 Golden Globes.
Another 49 wins & 53 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 30 min                 - Comedy|Family,No Metacritic,7.5,The Cosby Show,(1984–1992)
Harold Perrineau,No Awards,Not Major Role,97 min                 - Action|Crime|Drama                 -              6 May 1988(USA),No Metacritic,5.8,Shakedown,(1988)
Harold Perrineau,"Won 3 Golden Globes.
Another 12 wins & 36 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama|Music|Musical,No Metacritic,6.8,Fame,(1982–1987)
Elizabeth Mitchell,"Nominated for 5 Primetime Emmys.
Another 7 wins & 46 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Adventure|Fantasy|Romance,No Metacritic,8.1,Once Upon a Time,(2011– )
Elizabeth Mitchell,"Won 1 Primetime Emmy.
Another 3 wins & 10 nominations.

See more awards »",Major Role,TV Series                                 -                                 43 min                 - Action|Adventure|Drama,No Metacritic,6.7,Revolution,(2012–2014)
Elizabeth Mitchell,No Awards,Major Role,83 min                 - Comedy|Family                 -              23 November 2013(USA),No Metacritic,6.4,Kristin's Christmas Past,(2013)
Elizabeth Mitchell,No Awards,Major Role,TV Movie                     -                                 91 min                 - Drama                 -              19 January 2013(USA),No Metacritic,6.0,Prosecuting Casey Anthony,(2013)
Elizabeth Mitchell,No Awards,Major Role,124 min                 - Drama|Mystery                 -              22 September 2011(USA),29/100,5.0,Answers to Nothing,(2011)
Elizabeth Mitchell,"Won 1 Golden Globe.
Another 43 wins & 121 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,8.1,Law & Order: Special Victims Unit,(1999– )
Elizabeth Mitchell,"Nominated for 1 Primetime Emmy.
Another 1 win & 12 nominations.

See more awards »",Major Role,TV Series                                 -                                 42 min                 - Drama|Sci-Fi|Thriller,No Metacritic,6.9,V,(2009–2011)
Elizabeth Mitchell,"1 nomination.

See more awards »",Not Major Role,TV Series                                     - Comedy,No Metacritic,8.0,CollegeHumor Originals,(2006– )
Elizabeth Mitchell,"Won 1 Golden Globe.
Another 69 wins & 296 nominations.

See more awards »",Major Role,TV Series                                 -                                 44 min                 - Adventure|Drama|Fantasy,No Metacritic,8.5,Lost,(2004–2010)
Elizabeth Mitchell,"Nominated for 1 Primetime Emmy.


See more awards »",Not Major Role,TV Mini-Series                         -                             33 min                 - Drama|Fantasy|Sci-Fi,No Metacritic,8.2,Lost: Missing Pieces,(2007)
Elizabeth Mitchell,"1 win & 6 nominations.

See more awards »",Major Role,97 min                 - Adventure|Comedy|Family                 -              3 November 2006(USA),32/100,4.6,The Santa Clause 3: The Escape Clause,(2006)
Elizabeth Mitchell,"2 nominations.

See more awards »",Major Role,122 min                 - Action|Crime|Drama                 -              24 February 2006(USA),41/100,7.5,Running Scared,(2006)
Elizabeth Mitchell,No Awards,Major Role,TV Movie                         -                             60 min                 - Comedy                 -              2006(USA),No Metacritic,7.6,Haskett's Chance,(2006)
Elizabeth Mitchell,"Won 2 Golden Globes.
Another 47 wins & 112 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 44 min                 - Drama|Mystery,No Metacritic,8.9,House M.D.,(2004–2012)
Elizabeth Mitchell,"Nominated for 1 Primetime Emmy.
Another 2 nominations.

See more awards »",Major Role,TV Movie                         -                             92 min                 - Biography|Drama|Sport                 -              11 December 2004(USA),No Metacritic,6.9,3: The Dale Earnhardt Story,(2004)
Elizabeth Mitchell,"Won 1 Golden Globe.
Another 13 wins & 54 nominations.

See more awards »",Not Major Role,TV Series                                     -                             44 min                 - Comedy|Crime|Drama,No Metacritic,8.5,Boston Legal,(2004–2008)
Elizabeth Mitchell,"Nominated for 2 Primetime Emmys.
Another 2 wins & 30 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Drama,No Metacritic,7.4,Everwood,(2002–2006)
Elizabeth Mitchell,No Awards,Major Role,TV Movie                         -                             60 min                 - Drama                 -              2004(USA),No Metacritic,6.8,Gramercy Park,(2004)
Elizabeth Mitchell,"Nominated for 6 Golden Globes.
Another 62 wins & 112 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,7.8,CSI: Crime Scene Investigation,(2000– )
Elizabeth Mitchell,"1 nomination.

See more awards »",Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,6.3,The Lyon's Den,(2003–2004)
Elizabeth Mitchell,"1 win & 3 nominations.

See more awards »",Major Role,104 min                 - Comedy|Family|Fantasy                 -              1 November 2002(USA),48/100,5.5,The Santa Clause 2,(2002)
Elizabeth Mitchell,No Awards,Not Major Role,TV Movie                         -                             105 min                 - Drama                 -              30 March 2002(UK),No Metacritic,7.0,Man and Boy,(2002)
Elizabeth Mitchell,"Won 4 Golden Globes.
Another 9 wins & 32 nominations.

See more awards »",Not Major Role,TV Series                                     -                             30 min                 - Comedy,No Metacritic,7.4,Spin City,(1996–2002)
Elizabeth Mitchell,No Awards,Major Role,104 min                 - Action|Crime|Thriller                 -              July 2003(France),No Metacritic,5.2,Double Bang,(2001)
Elizabeth Mitchell,No Awards,Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,7.6,The Beast,(2001– )
Elizabeth Mitchell,"Won 1 Golden Globe.
Another 133 wins & 314 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 44 min                 - Drama,No Metacritic,7.7,ER,(1994–2009)
Elizabeth Mitchell,No Awards,Major Role,86 min                 - Comedy                 -              2001(USA),No Metacritic,6.4,Hollywood Palms,(2001)
Elizabeth Mitchell,"1 win & 2 nominations.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,6.0,Time of Your Life,(1999–2001)
Elizabeth Mitchell,No Awards,Major Role,TV Movie                         -                             90 min                 - Biography|Drama|Music                 -              21 May 2000(USA),No Metacritic,6.1,The Linda McCartney Story,(2000)
Elizabeth Mitchell,"Won 1 Golden Globe.
Another 5 wins & 13 nominations.

See more awards »",Major Role,110 min                 - Comedy|Crime|Drama                 -              8 September 2000(USA),69/100,6.3,Nurse Betty,(2000)
Elizabeth Mitchell,"Nominated for 1 Golden Globe.
Another 2 wins & 7 nominations.

See more awards »",Major Role,118 min                 - Crime|Drama|Sci-Fi                 -              28 April 2000(USA),67/100,7.3,Frequency,(2000)
Elizabeth Mitchell,No Awards,Major Role,102 min                 - Comedy|Drama|Romance                 -              July 1999(Norway),21/100,5.8,Molly,(1999)
Elizabeth Mitchell,No Awards,Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,6.6,Significant Others,(1998– )
Elizabeth Mitchell,"Won 2 Golden Globes.
Another 8 wins & 12 nominations.

See more awards »",Major Role,TV Movie                     -                                 120 min                 - Biography|Drama                 -              31 January 1998(USA),No Metacritic,7.0,Gia,(1998)
Elizabeth Mitchell,No Awards,Major Role,TV Movie                         - Comedy,No Metacritic,4.6,"Comfort, Texas",(1997)
Elizabeth Mitchell,"Won 3 Primetime Emmys.
Another 7 wins & 17 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Action|Crime|Drama,No Metacritic,6.5,JAG,(1995–2005)
Elizabeth Mitchell,No Awards,Not Major Role,TV Series                                     -                             45 min                 - Action|Adventure|Crime,No Metacritic,6.7,The Sentinel,(1996–1999)
Elizabeth Mitchell,No Awards,Major Role,TV Series                                     -                             60 min                 - Action|Adventure|Drama,No Metacritic,5.0,L.A. Firefighters,(1996– )
Elizabeth Mitchell,No Awards,Not Major Role,TV Series                                     -                             60 min                 - Drama,No Metacritic,6.3,Dangerous Curves,(1992– )
Elizabeth Mitchell,"3 wins & 58 nominations.

See more awards »",Not Major Role,TV Series                                     -                             30 min                 - Drama,No Metacritic,7.1,Loving,(1983–1995)
Ken Leung,No Awards,Major Role,TV Series                                     -                             60 min                 - Action|Comedy|Drama,No Metacritic,7.2,The Night Shift,(2014– )
Ken Leung,No Awards,Major Role,TV Series                                 -                                 60 min                 - Drama|Fantasy|Thriller,No Metacritic,6.4,Zero Hour,(2013)
Ken Leung,"Nominated for 1 Primetime Emmy.
Another 3 wins & 11 nominations.

See more awards »",Not Major Role,TV Series                                     -                             43 min                 - Action|Drama|Mystery,No Metacritic,8.5,Person of Interest,(2011– )
Ken Leung,No Awards,Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,6.6,Deception,(2013)
Ken Leung,No Awards,Major Role,TV Movie                         -                             30 min                 - Comedy                 -              2012(USA),No Metacritic,6.7,Susan 313,(2012)
Ken Leung,No Awards,Major Role,TV Movie                         -                             60 min                 - Comedy|Drama|Romance,No Metacritic,6.1,Big Mike,(2011)
Ken Leung,"Won 1 Golden Globe.
Another 24 wins & 138 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 60 min                 - Crime|Drama|Mystery,No Metacritic,8.3,The Good Wife,(2009– )
Ken Leung,"Won 1 Golden Globe.
Another 69 wins & 296 nominations.

See more awards »",Major Role,TV Series                                 -                                 44 min                 - Adventure|Drama|Fantasy,No Metacritic,8.5,Lost,(2004–2010)
Ken Leung,"1 win.

See more awards »",Major Role,19 min                 - Short|Comedy|Romance                 -              March 2010(USA),No Metacritic,6.8,Works of Art,(2010)
Ken Leung,"1 win & 2 nominations.

See more awards »",Major Role,96 min                 - Animation|Fantasy|Romance                 -              14 October 2007(USA),53/100,6.6,Year of the Fish,(2007)
Ken Leung,"Won 5 Golden Globes.
Another 87 wins & 222 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 55 min                 - Crime|Drama,No Metacritic,9.3,The Sopranos,(1999–2007)
Ken Leung,"2 wins.

See more awards »",Major Role,106 min                 - Comedy|Drama|Romance                 -              17 March 2007(USA),No Metacritic,6.9,Shanghai Kiss,(2007)
Ken Leung,"6 wins & 30 nominations.

See more awards »",Not Major Role,104 min                 - Action|Adventure|Sci-Fi                 -              26 May 2006(USA),58/100,6.8,X-Men: The Last Stand,(2006)
Ken Leung,"1 win.

See more awards »",Not Major Role,105 min                 - Comedy|Romance                 -              19 March 2010(USA),No Metacritic,6.2,Falling for Grace,(2006)
Ken Leung,"6 wins & 8 nominations.

See more awards »",Not Major Role,129 min                 - Crime|Drama|Thriller                 -              24 March 2006(USA),76/100,7.7,Inside Man,(2006)
Ken Leung,No Awards,Major Role,TV Movie                         -                             60 min                 - Crime|Drama                 -              2005(USA),No Metacritic,6.3,Hate,(2005)
Ken Leung,"Nominated for 1 Oscar.
Another 23 wins & 33 nominations.

See more awards »",Not Major Role,81 min                 - Comedy|Drama                 -              3 March 2006(Turkey),82/100,7.4,The Squid and the Whale,(2005)
Ken Leung,"1 win & 4 nominations.

See more awards »",Major Role,TV Movie                     -                                 113 min                 - Crime|Drama                 -              21 February 2009(Sweden),No Metacritic,7.0,Sucker Free City,(2004)
Ken Leung,"1 win.

See more awards »",Not Major Role,TV Series                                     -                             60 min                 - Crime|Drama,No Metacritic,7.0,The Jury,(2004– )
Ken Leung,No Awards,Major Role,TV Movie                         -                             120 min                 - Drama                 -              27 April 2004(USA),No Metacritic,6.5,Strip Search,(2004)
Ken Leung,"Nominated for 1 Primetime Emmy.
Another 2 nominations.

See more awards »",Not Major Role,TV Series                                     -                             30 min                 - Comedy|Drama,No Metacritic,6.8,Whoopi,(2003–2004)
Ken Leung,"6 wins & 8 nominations.

See more awards »",Major Role,103 min                 - Horror|Mystery                 -              29 October 2004(USA),46/100,7.7,Saw,(2004)
Ken Leung,"Nominated for 6 Golden Globes.
Another 43 wins & 176 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 45 min                 - Crime|Drama|Mystery,No Metacritic,7.7,Law & Order,(1990–2010)
Ken Leung,"6 wins & 8 nominations.

See more awards »",Major Role,124 min                 - Crime|Thriller                 -              4 October 2002(USA),60/100,7.2,Red Dragon,(2002)
Ken Leung,"3 wins & 2 nominations.

See more awards »",Major Role,89 min                 - Drama                 -              January 2002(USA),50/100,6.4,Face,(2002)
Ken Leung,"Nominated for 1 Oscar.
Another 6 wins & 20 nominations.

See more awards »",Not Major Role,136 min                 - Fantasy|Mystery|Romance                 -              14 December 2001(USA),45/100,6.9,Vanilla Sky,(2001)
Ken Leung,"3 nominations.

See more awards »",Not Major Role,126 min                 - Action|Crime|Thriller                 -              21 November 2001(USA),63/100,7.0,Spy Game,(2001)
Ken Leung,"1 win.

See more awards »",Major Role,92 min                 - Comedy                 -              29 October 2001(Japan),No Metacritic,6.6,Home Sweet Hoboken,(2001)
Ken Leung,"Nominated for 2 Oscars.
Another 15 wins & 49 nominations.

See more awards »",Major Role,146 min                 - Adventure|Drama|Sci-Fi                 -              29 June 2001(USA),65/100,7.1,A.I. Artificial Intelligence,(2001)
Ken Leung,"Nominated for 2 Primetime Emmys.
Another 13 wins & 30 nominations.

See more awards »",Not Major Role,TV Series                                 -                                 55 min                 - Crime|Drama|Thriller,No Metacritic,8.9,Oz,(1997–2003)
Ken Leung,"4 wins & 6 nominations.

See more awards »",Not Major Role,125 min                 - Comedy|Drama|Fantasy                 -              22 December 2000(USA),42/100,6.7,The Family Man,(2000)
Ken Leung,"4 wins.

See more awards »",Not Major Role,97 min                 - Drama|Romance                 -              10 October 2000(USA),48/100,6.5,Maze,(2000)
